State,Year,Month,Indicator,Actual Deaths,Percent Pending Investigation,State Name
MI,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.104567123,Michigan
MI,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",555,0.104567123,Michigan
MI,2018,December,Heroin (T40.1),637,0.104567123,Michigan
MI,2018,December,Psychostimulants with abuse potential (T43.6),165,0.104567123,Michigan
MI,2018,December,Number of Drug Overdose Deaths,0,0.104567123,Michigan
MI,2018,December,Methadone (T40.3),133,0.104567123,Michigan
MI,2018,December,Natural & semi-synthetic opioids (T40.2),442,0.104567123,Michigan
MI,2018,December,"Synthetic opioids, excl. methadone (T40.4)",0,0.104567123,Michigan
MI,2018,February,Number of Drug Overdose Deaths,0,0.068993924,Michigan
MI,2018,January,Number of Drug Overdose Deaths,0,0.058901944,Michigan
MI,2018,November,"Opioids (T40.0-T40.4,T40.6)",0,0.102096032,Michigan
SD,2018,September,"Opioids (T40.0-T40.4,T40.6)",28,0.024594196,South Dakota
SD,2018,September,Number of Drug Overdose Deaths,55,0.024594196,South Dakota
MI,2018,December,Cocaine (T40.5),769,0.104567123,Michigan
TN,2018,June,Number of Drug Overdose Deaths,0,0.294625758,Tennessee
TN,2018,June,"Synthetic opioids, excl. methadone (T40.4)",694,0.294625758,Tennessee
TN,2018,June,Psychostimulants with abuse potential (T43.6),389,0.294625758,Tennessee
VA,2018,December,Number of Drug Overdose Deaths,0,0.011687534,Virginia
VA,2018,December,Methadone (T40.3),96,0.011687534,Virginia
VA,2018,December,Natural & semi-synthetic opioids (T40.2),254,0.011687534,Virginia
VA,2018,December,"Synthetic opioids, excl. methadone (T40.4)",845,0.011687534,Virginia
ND,2018,April,Number of Drug Overdose Deaths,76,0.197740113,North Dakota
ND,2018,August,Number of Drug Overdose Deaths,67,0.170769888,North Dakota
ND,2018,December,Number of Drug Overdose Deaths,70,0.085324232,North Dakota
ND,2018,February,Number of Drug Overdose Deaths,78,0.210084034,North Dakota
VA,2018,December,Heroin (T40.1),551,0.011687534,Virginia
OR,2018,November,"Synthetic opioids, excl. methadone (T40.4)",91,0.052471693,Oregon
VA,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",329,0.011687534,Virginia
VA,2018,December,"Opioids (T40.0-T40.4,T40.6)",0,0.011687534,Virginia
VA,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.030782762,Virginia
VA,2018,January,"Synthetic opioids, excl. methadone (T40.4)",785,0.030782762,Virginia
VA,2018,December,Psychostimulants with abuse potential (T43.6),133,0.011687534,Virginia
VA,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",401,0.030782762,Virginia
VA,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.032213664,Virginia
VA,2018,February,Heroin (T40.1),533,0.032213664,Virginia
VA,2018,February,Psychostimulants with abuse potential (T43.6),97,0.032213664,Virginia
VA,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",393,0.032213664,Virginia
VA,2018,February,Number of Drug Overdose Deaths,0,0.032213664,Virginia
VA,2018,February,Natural & semi-synthetic opioids (T40.2),326,0.032213664,Virginia
VA,2018,February,"Opioids (T40.0-T40.4,T40.6)",0,0.032213664,Virginia
VA,2018,February,Methadone (T40.3),87,0.032213664,Virginia
VA,2018,February,Cocaine (T40.5),342,0.032213664,Virginia
VA,2018,February,"Synthetic opioids, excl. methadone (T40.4)",770,0.032213664,Virginia
VA,2018,December,Cocaine (T40.5),393,0.011687534,Virginia
VA,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.011687534,Virginia
OR,2018,November,Psychostimulants with abuse potential (T43.6),215,0.052471693,Oregon
OR,2018,November,Natural & semi-synthetic opioids (T40.2),130,0.052471693,Oregon
VA,2018,January,"Opioids (T40.0-T40.4,T40.6)",0,0.030782762,Virginia
RI,2018,July,Natural & semi-synthetic opioids (T40.2),77,0.096339114,Rhode Island
VA,2018,January,Methadone (T40.3),86,0.030782762,Virginia
VA,2018,January,Number of Drug Overdose Deaths,0,0.030782762,Virginia
TN,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",600,0.294625758,Tennessee
TN,2018,June,Cocaine (T40.5),285,0.294625758,Tennessee
MI,2018,November,"Synthetic opioids, excl. methadone (T40.4)",0,0.102096032,Michigan
MI,2018,November,Psychostimulants with abuse potential (T43.6),173,0.102096032,Michigan
MI,2018,November,Number of Drug Overdose Deaths,0,0.102096032,Michigan
MI,2018,November,Natural & semi-synthetic opioids (T40.2),441,0.102096032,Michigan
MI,2018,November,Methadone (T40.3),144,0.102096032,Michigan
RI,2018,November,Methadone (T40.3),31,0.057131975,Rhode Island
WI,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",312,0.177663076,Wisconsin
NE,2018,February,Number of Drug Overdose Deaths,150,0.017722117,Nebraska
NE,2018,December,Number of Drug Overdose Deaths,140,0.029127345,Nebraska
NE,2018,August,Number of Drug Overdose Deaths,158,0.017469283,Nebraska
VA,2018,July,Cocaine (T40.5),377,0.016188136,Virginia
VA,2018,July,Psychostimulants with abuse potential (T43.6),112,0.016188136,Virginia
VA,2018,January,Cocaine (T40.5),344,0.030782762,Virginia
VA,2018,July,Heroin (T40.1),524,0.016188136,Virginia
VA,2018,January,Psychostimulants with abuse potential (T43.6),106,0.030782762,Virginia
VA,2018,January,Natural & semi-synthetic opioids (T40.2),334,0.030782762,Virginia
NE,2018,January,Number of Drug Overdose Deaths,152,0.017619076,Nebraska
NE,2018,July,Number of Drug Overdose Deaths,166,0.01756029,Nebraska
OR,2018,November,"Opioids (T40.0-T40.4,T40.6)",342,0.052471693,Oregon
OR,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",159,0.052471693,Oregon
OR,2018,November,Heroin (T40.1),154,0.052471693,Oregon
OR,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",221,0.052471693,Oregon
OR,2018,October,Number of Drug Overdose Deaths,541,0.055401662,Oregon
OR,2018,October,Cocaine (T40.5),51,0.055401662,Oregon
OR,2018,October,"Synthetic opioids, excl. methadone (T40.4)",92,0.055401662,Oregon
OR,2018,October,"Opioids (T40.0-T40.4,T40.6)",347,0.055401662,Oregon
NE,2018,March,Number of Drug Overdose Deaths,163,0.017619076,Nebraska
NE,2018,June,Number of Drug Overdose Deaths,165,0.017544886,Nebraska
VA,2018,January,Heroin (T40.1),529,0.030782762,Virginia
SD,2018,May,Number of Drug Overdose Deaths,61,0.024968789,South Dakota
RI,2018,July,"Opioids (T40.0-T40.4,T40.6)",283,0.096339114,Rhode Island
RI,2018,July,Psychostimulants with abuse potential (T43.6),17,0.096339114,Rhode Island
NC,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",549,0.364337309,North Carolina
NC,2018,April,Heroin (T40.1),509,0.364337309,North Carolina
NC,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.364337309,North Carolina
NC,2018,April,"Synthetic opioids, excl. methadone (T40.4)",0,0.364337309,North Carolina
NC,2018,April,Cocaine (T40.5),709,0.364337309,North Carolina
NC,2018,August,Number of Drug Overdose Deaths,0,0.337152279,North Carolina
NC,2018,August,"Opioids (T40.0-T40.4,T40.6)",0,0.337152279,North Carolina
NC,2018,August,Psychostimulants with abuse potential (T43.6),233,0.337152279,North Carolina
NC,2018,August,Natural & semi-synthetic opioids (T40.2),433,0.337152279,North Carolina
NC,2018,April,"Opioids (T40.0-T40.4,T40.6)",0,0.364337309,North Carolina
NC,2018,August,Cocaine (T40.5),724,0.337152279,North Carolina
WI,2018,April,"Synthetic opioids, excl. methadone (T40.4)",505,0.176320528,Wisconsin
WI,2018,December,Cocaine (T40.5),277,0.085957208,Wisconsin
WI,2018,December,"Opioids (T40.0-T40.4,T40.6)",850,0.085957208,Wisconsin
WI,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",704,0.085957208,Wisconsin
WI,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",303,0.085957208,Wisconsin
WI,2018,December,Heroin (T40.1),331,0.085957208,Wisconsin
WI,2018,December,Psychostimulants with abuse potential (T43.6),115,0.085957208,Wisconsin
WI,2018,December,Number of Drug Overdose Deaths,0,0.085957208,Wisconsin
WI,2018,December,Methadone (T40.3),55,0.085957208,Wisconsin
WI,2018,April,Cocaine (T40.5),265,0.176320528,Wisconsin
WI,2018,December,Natural & semi-synthetic opioids (T40.2),254,0.085957208,Wisconsin
WI,2018,December,"Synthetic opioids, excl. methadone (T40.4)",501,0.085957208,Wisconsin
WI,2018,August,Methadone (T40.3),51,0.173455685,Wisconsin
WI,2018,August,Heroin (T40.1),340,0.173455685,Wisconsin
WI,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",699,0.173455685,Wisconsin
WI,2018,August,"Synthetic opioids, excl. methadone (T40.4)",502,0.173455685,Wisconsin
WI,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",299,0.173455685,Wisconsin
WI,2018,August,Cocaine (T40.5),278,0.173455685,Wisconsin
NC,2018,April,Natural & semi-synthetic opioids (T40.2),478,0.364337309,North Carolina
WI,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",729,0.176320528,Wisconsin
NC,2018,April,Methadone (T40.3),84,0.364337309,North Carolina
NC,2018,April,Number of Drug Overdose Deaths,0,0.364337309,North Carolina
MO,2018,March,"Synthetic opioids, excl. methadone (T40.4)",668,0.023106784,Missouri
MO,2018,March,Heroin (T40.1),327,0.023106784,Missouri
MO,2018,May,Number of Drug Overdose Deaths,0,0.022929819,Missouri
NC,2018,June,Natural & semi-synthetic opioids (T40.2),461,0.360297536,North Carolina
MO,2018,October,Cocaine (T40.5),130,0.019769157,Missouri
NC,2018,September,Methadone (T40.3),79,0.326897646,North Carolina
NC,2018,September,Psychostimulants with abuse potential (T43.6),236,0.326897646,North Carolina
NC,2018,September,"Synthetic opioids, excl. methadone (T40.4)",0,0.326897646,North Carolina
NC,2018,September,Heroin (T40.1),580,0.326897646,North Carolina
MO,2018,October,Number of Drug Overdose Deaths,0,0.019769157,Missouri
MO,2018,September,Number of Drug Overdose Deaths,0,0.021345694,Missouri
MO,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",279,0.019769157,Missouri
MO,2018,October,Methadone (T40.3),45,0.019769157,Missouri
MO,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.019769157,Missouri
WI,2018,August,Natural & semi-synthetic opioids (T40.2),255,0.173455685,Wisconsin
MO,2018,October,Psychostimulants with abuse potential (T43.6),346,0.019769157,Missouri
MO,2018,October,Heroin (T40.1),390,0.019769157,Missouri
MO,2018,October,"Opioids (T40.0-T40.4,T40.6)",0,0.019769157,Missouri
MO,2018,October,"Synthetic opioids, excl. methadone (T40.4)",835,0.019769157,Missouri
NC,2018,June,"Opioids (T40.0-T40.4,T40.6)",0,0.360297536,North Carolina
NC,2018,June,Methadone (T40.3),87,0.360297536,North Carolina
NC,2018,June,Number of Drug Overdose Deaths,0,0.360297536,North Carolina
WI,2018,April,Heroin (T40.1),369,0.176320528,Wisconsin
WI,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",337,0.176320528,Wisconsin
WI,2018,April,Natural & semi-synthetic opioids (T40.2),292,0.176320528,Wisconsin
WI,2018,April,"Opioids (T40.0-T40.4,T40.6)",920,0.176320528,Wisconsin
WI,2018,April,Methadone (T40.3),56,0.176320528,Wisconsin
WI,2018,April,Number of Drug Overdose Deaths,0,0.176320528,Wisconsin
WI,2018,April,Psychostimulants with abuse potential (T43.6),121,0.176320528,Wisconsin
NC,2018,April,Psychostimulants with abuse potential (T43.6),205,0.364337309,North Carolina
MO,2018,October,Natural & semi-synthetic opioids (T40.2),241,0.019769157,Missouri
MO,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.015195028,Missouri
WI,2018,August,Psychostimulants with abuse potential (T43.6),112,0.173455685,Wisconsin
WI,2018,August,Number of Drug Overdose Deaths,0,0.173455685,Wisconsin
NC,2018,December,Psychostimulants with abuse potential (T43.6),254,0.299549621,North Carolina
NC,2018,December,Heroin (T40.1),616,0.299549621,North Carolina
NC,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",484,0.299549621,North Carolina
NC,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.299549621,North Carolina
NC,2018,January,"Opioids (T40.0-T40.4,T40.6)",0,0.39373809,North Carolina
NC,2018,December,"Opioids (T40.0-T40.4,T40.6)",0,0.299549621,North Carolina
NC,2018,February,"Synthetic opioids, excl. methadone (T40.4)",0,0.385504202,North Carolina
NC,2018,February,Cocaine (T40.5),710,0.385504202,North Carolina
NC,2018,February,Methadone (T40.3),96,0.385504202,North Carolina
NC,2018,February,"Opioids (T40.0-T40.4,T40.6)",0,0.385504202,North Carolina
NC,2018,February,Natural & semi-synthetic opioids (T40.2),510,0.385504202,North Carolina
NC,2018,February,Number of Drug Overdose Deaths,0,0.385504202,North Carolina
NC,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",592,0.385504202,North Carolina
NC,2018,February,Psychostimulants with abuse potential (T43.6),194,0.385504202,North Carolina
NC,2018,February,Heroin (T40.1),513,0.385504202,North Carolina
NC,2018,December,Cocaine (T40.5),709,0.299549621,North Carolina
MO,2018,March,Cocaine (T40.5),128,0.023106784,Missouri
MO,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",849,0.023106784,Missouri
MO,2018,March,Number of Drug Overdose Deaths,0,0.023106784,Missouri
GA,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",458,0.090035313,Georgia
GA,2018,November,"Opioids (T40.0-T40.4,T40.6)",876,0.090035313,Georgia
GA,2018,November,"Synthetic opioids, excl. methadone (T40.4)",343,0.090035313,Georgia
GA,2018,November,Psychostimulants with abuse potential (T43.6),387,0.090035313,Georgia
GA,2018,November,Number of Drug Overdose Deaths,0,0.090035313,Georgia
GA,2018,November,Natural & semi-synthetic opioids (T40.2),411,0.090035313,Georgia
GA,2018,November,Methadone (T40.3),86,0.090035313,Georgia
GA,2018,November,Cocaine (T40.5),273,0.090035313,Georgia
GA,2018,May,Natural & semi-synthetic opioids (T40.2),461,0.084237128,Georgia
GA,2018,May,"Opioids (T40.0-T40.4,T40.6)",910,0.084237128,Georgia
NC,2018,December,Number of Drug Overdose Deaths,0,0.299549621,North Carolina
NC,2018,December,Methadone (T40.3),73,0.299549621,North Carolina
NC,2018,December,Natural & semi-synthetic opioids (T40.2),420,0.299549621,North Carolina
NC,2018,December,"Synthetic opioids, excl. methadone (T40.4)",0,0.299549621,North Carolina
MO,2018,March,"Opioids (T40.0-T40.4,T40.6)",979,0.023106784,Missouri
NC,2018,August,"Synthetic opioids, excl. methadone (T40.4)",0,0.337152279,North Carolina
NC,2018,January,"Synthetic opioids, excl. methadone (T40.4)",0,0.39373809,North Carolina
NC,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.39373809,North Carolina
NC,2018,January,Methadone (T40.3),101,0.39373809,North Carolina
NC,2018,January,Cocaine (T40.5),711,0.39373809,North Carolina
NC,2018,January,Number of Drug Overdose Deaths,0,0.39373809,North Carolina
NC,2018,January,Natural & semi-synthetic opioids (T40.2),529,0.39373809,North Carolina
NC,2018,January,Psychostimulants with abuse potential (T43.6),185,0.39373809,North Carolina
NC,2018,January,Heroin (T40.1),505,0.39373809,North Carolina
NC,2018,July,Heroin (T40.1),551,0.356071172,North Carolina
NC,2018,July,Psychostimulants with abuse potential (T43.6),226,0.356071172,North Carolina
NC,2018,July,Cocaine (T40.5),718,0.356071172,North Carolina
NC,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",614,0.39373809,North Carolina
WI,2018,August,"Opioids (T40.0-T40.4,T40.6)",857,0.173455685,Wisconsin
NC,2018,July,"Opioids (T40.0-T40.4,T40.6)",0,0.356071172,North Carolina
NC,2018,July,"Synthetic opioids, excl. methadone (T40.4)",0,0.356071172,North Carolina
NC,2018,July,Number of Drug Overdose Deaths,0,0.356071172,North Carolina
NC,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",525,0.356071172,North Carolina
NC,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.356071172,North Carolina
NC,2018,July,Methadone (T40.3),81,0.356071172,North Carolina
NC,2018,June,Cocaine (T40.5),723,0.360297536,North Carolina
NC,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",536,0.360297536,North Carolina
NC,2018,June,Psychostimulants with abuse potential (T43.6),219,0.360297536,North Carolina
NC,2018,June,"Synthetic opioids, excl. methadone (T40.4)",0,0.360297536,North Carolina
NC,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",495,0.337152279,North Carolina
NC,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.385504202,North Carolina
NC,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.337152279,North Carolina
NC,2018,August,Heroin (T40.1),566,0.337152279,North Carolina
NC,2018,August,Methadone (T40.3),74,0.337152279,North Carolina
NC,2018,July,Natural & semi-synthetic opioids (T40.2),457,0.356071172,North Carolina
MO,2018,November,Cocaine (T40.5),129,0.015195028,Missouri
MO,2018,November,Methadone (T40.3),42,0.015195028,Missouri
MO,2018,November,Natural & semi-synthetic opioids (T40.2),239,0.015195028,Missouri
TN,2018,February,Heroin (T40.1),319,0.26331266,Tennessee
OR,2018,March,Heroin (T40.1),121,0.044097787,Oregon
NY,2018,May,Natural & semi-synthetic opioids (T40.2),528,0.521910291,New York
NY,2018,May,Number of Drug Overdose Deaths,0,0.521910291,New York
VA,2018,August,Heroin (T40.1),532,0.014690544,Virginia
VA,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.014690544,Virginia
VA,2018,August,"Synthetic opioids, excl. methadone (T40.4)",817,0.014690544,Virginia
VA,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",364,0.014690544,Virginia
VA,2018,August,Cocaine (T40.5),384,0.014690544,Virginia
VA,2018,August,Natural & semi-synthetic opioids (T40.2),287,0.014690544,Virginia
VA,2018,August,Psychostimulants with abuse potential (T43.6),113,0.014690544,Virginia
VA,2018,August,"Opioids (T40.0-T40.4,T40.6)",0,0.014690544,Virginia
VA,2018,August,Number of Drug Overdose Deaths,0,0.014690544,Virginia
VA,2018,April,Cocaine (T40.5),366,0.024995957,Virginia
VA,2018,April,"Synthetic opioids, excl. methadone (T40.4)",796,0.024995957,Virginia
VA,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.024995957,Virginia
VA,2018,April,Heroin (T40.1),545,0.024995957,Virginia
VA,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",374,0.024995957,Virginia
VA,2018,April,Natural & semi-synthetic opioids (T40.2),308,0.024995957,Virginia
VA,2018,April,"Opioids (T40.0-T40.4,T40.6)",0,0.024995957,Virginia
VA,2018,August,Methadone (T40.3),99,0.014690544,Virginia
NY,2018,May,"Opioids (T40.0-T40.4,T40.6)",0,0.521910291,New York
NY,2018,June,Heroin (T40.1),673,0.52032035,New York
NY,2018,March,Natural & semi-synthetic opioids (T40.2),521,0.512245242,New York
NY,2018,May,Methadone (T40.3),113,0.521910291,New York
NY,2018,May,"Synthetic opioids, excl. methadone (T40.4)",0,0.521910291,New York
NY,2018,May,Cocaine (T40.5),652,0.521910291,New York
NY,2018,May,Heroin (T40.1),672,0.521910291,New York
NY,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.521910291,New York
ND,2018,September,Number of Drug Overdose Deaths,72,0.171159606,North Dakota
ND,2018,October,Number of Drug Overdose Deaths,74,0.14202528,North Dakota
ND,2018,November,Number of Drug Overdose Deaths,71,0.113733295,North Dakota
ND,2018,May,Number of Drug Overdose Deaths,73,0.212224109,North Dakota
RI,2018,July,Heroin (T40.1),12,0.096339114,Rhode Island
RI,2018,January,Heroin (T40.1),12,0.123750595,Rhode Island
RI,2018,January,Psychostimulants with abuse potential (T43.6),14,0.123750595,Rhode Island
RI,2018,January,Natural & semi-synthetic opioids (T40.2),76,0.123750595,Rhode Island
RI,2018,January,Number of Drug Overdose Deaths,321,0.123750595,Rhode Island
RI,2018,January,Methadone (T40.3),28,0.123750595,Rhode Island
VA,2018,April,Number of Drug Overdose Deaths,0,0.024995957,Virginia
VA,2018,April,Methadone (T40.3),89,0.024995957,Virginia
TN,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",624,0.258862347,Tennessee
TN,2018,January,"Synthetic opioids, excl. methadone (T40.4)",609,0.258862347,Tennessee
TN,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.258862347,Tennessee
TN,2018,January,Methadone (T40.3),63,0.258862347,Tennessee
TN,2018,January,Cocaine (T40.5),302,0.258862347,Tennessee
TN,2018,January,Number of Drug Overdose Deaths,0,0.258862347,Tennessee
NY,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",616,0.521910291,New York
TN,2018,January,Natural & semi-synthetic opioids (T40.2),577,0.258862347,Tennessee
TN,2018,January,Heroin (T40.1),300,0.258862347,Tennessee
NY,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",606,0.486791333,New York
NY,2018,November,"Opioids (T40.0-T40.4,T40.6)",0,0.486791333,New York
NY,2018,November,"Synthetic opioids, excl. methadone (T40.4)",0,0.486791333,New York
NY,2018,November,Psychostimulants with abuse potential (T43.6),113,0.486791333,New York
NY,2018,November,Number of Drug Overdose Deaths,0,0.486791333,New York
NY,2018,November,Natural & semi-synthetic opioids (T40.2),519,0.486791333,New York
NY,2018,November,Methadone (T40.3),107,0.486791333,New York
TN,2018,January,"Opioids (T40.0-T40.4,T40.6)",0,0.258862347,Tennessee
NY,2018,November,Cocaine (T40.5),685,0.486791333,New York
TN,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.26331266,Tennessee
TN,2018,February,Psychostimulants with abuse potential (T43.6),345,0.26331266,Tennessee
ND,2018,June,Number of Drug Overdose Deaths,72,0.184606646,North Dakota
ND,2018,March,Number of Drug Overdose Deaths,76,0.196601601,North Dakota
TN,2018,January,Psychostimulants with abuse potential (T43.6),334,0.258862347,Tennessee
NY,2018,May,Psychostimulants with abuse potential (T43.6),120,0.521910291,New York
NY,2018,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.512245242,New York
NY,2018,March,Heroin (T40.1),691,0.512245242,New York
NC,2018,June,Heroin (T40.1),542,0.360297536,North Carolina
NC,2018,March,Methadone (T40.3),91,0.383007988,North Carolina
NC,2018,March,Natural & semi-synthetic opioids (T40.2),505,0.383007988,North Carolina
NC,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",582,0.383007988,North Carolina
NC,2018,March,Psychostimulants with abuse potential (T43.6),197,0.383007988,North Carolina
NC,2018,March,Number of Drug Overdose Deaths,0,0.383007988,North Carolina
NC,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.383007988,North Carolina
NC,2018,March,Cocaine (T40.5),697,0.383007988,North Carolina
NC,2018,March,"Opioids (T40.0-T40.4,T40.6)",0,0.383007988,North Carolina
NC,2018,September,Number of Drug Overdose Deaths,0,0.326897646,North Carolina
NC,2018,March,"Synthetic opioids, excl. methadone (T40.4)",0,0.383007988,North Carolina
NC,2018,May,Psychostimulants with abuse potential (T43.6),211,0.361500705,North Carolina
NC,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",543,0.361500705,North Carolina
NC,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.361500705,North Carolina
NC,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.360297536,North Carolina
NC,2018,May,Heroin (T40.1),517,0.361500705,North Carolina
NC,2018,May,"Synthetic opioids, excl. methadone (T40.4)",0,0.361500705,North Carolina
NC,2018,May,Methadone (T40.3),86,0.361500705,North Carolina
NC,2018,May,Number of Drug Overdose Deaths,0,0.361500705,North Carolina
NC,2018,May,"Opioids (T40.0-T40.4,T40.6)",0,0.361500705,North Carolina
NC,2018,March,Heroin (T40.1),506,0.383007988,North Carolina
NC,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",509,0.326897646,North Carolina
NC,2018,September,"Opioids (T40.0-T40.4,T40.6)",0,0.326897646,North Carolina
NC,2018,September,Natural & semi-synthetic opioids (T40.2),443,0.326897646,North Carolina
MO,2018,November,Heroin (T40.1),373,0.015195028,Missouri
MO,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",274,0.015195028,Missouri
MO,2018,November,"Opioids (T40.0-T40.4,T40.6)",0,0.015195028,Missouri
MO,2018,November,"Synthetic opioids, excl. methadone (T40.4)",857,0.015195028,Missouri
MO,2018,November,Psychostimulants with abuse potential (T43.6),363,0.015195028,Missouri
MO,2018,November,Number of Drug Overdose Deaths,0,0.015195028,Missouri
NC,2018,May,Cocaine (T40.5),719,0.361500705,North Carolina
RI,2018,July,Cocaine (T40.5),127,0.096339114,Rhode Island
NC,2018,May,Natural & semi-synthetic opioids (T40.2),469,0.361500705,North Carolina
NC,2018,November,Methadone (T40.3),84,0.319111963,North Carolina
NY,2018,March,"Opioids (T40.0-T40.4,T40.6)",0,0.512245242,New York
NY,2018,March,Cocaine (T40.5),674,0.512245242,New York
NY,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.512245242,New York
NY,2018,March,Number of Drug Overdose Deaths,0,0.512245242,New York
NY,2018,March,Psychostimulants with abuse potential (T43.6),130,0.512245242,New York
NY,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",613,0.512245242,New York
NY,2018,March,Methadone (T40.3),116,0.512245242,New York
US,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,0.141720732,United States
NY,2018,September,Cocaine (T40.5),645,0.510609553,New York
US,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.141720732,United States
NC,2018,November,Natural & semi-synthetic opioids (T40.2),438,0.319111963,North Carolina
NC,2018,November,Number of Drug Overdose Deaths,0,0.319111963,North Carolina
NC,2018,November,Psychostimulants with abuse potential (T43.6),252,0.319111963,North Carolina
NC,2018,November,"Synthetic opioids, excl. methadone (T40.4)",0,0.319111963,North Carolina
NC,2018,November,Cocaine (T40.5),721,0.319111963,North Carolina
NC,2018,November,"Opioids (T40.0-T40.4,T40.6)",0,0.319111963,North Carolina
NC,2018,November,Heroin (T40.1),619,0.319111963,North Carolina
NC,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,0.319111963,North Carolina
